index,total_counts,soft_counts,soft_frac,sigma_eff_marginal,sigma_eff_conditional,absorbed_fraction_I,bnorm2,R_residual_power,sigma_post_pred,shrink_pred,min_prior_edge_margin,kT_ceiling_margin_frac_range,kT_ceiling_margin_frac_value,rank_deficient,already_run_ns,theta_tbabs_1_nh,theta_powerlaw_1_alpha,theta_powerlaw_1_norm,theta_blackbodyrad_1_kT,theta_blackbodyrad_1_norm
68,161,59,0.36646,0.6458477417676314,0.13722457603745275,0.9548556395777604,53.10509677941249,2.397395629267711,0.028838720407268627,0.9990025794132528,0.12599087742861587,0.6686736722893795,0.6018063050604415,False,False,0.17519817548572317,1.9704169051834874,0.00030962133342013736,1.1945810848186753,0.03722798538100135
69,709,78,0.11001,0.9552650632741353,0.036199314865221856,0.998564005050923,763.1313557467903,1.0958527723346585,0.028854341420157047,0.9995437071730214,0.04154873483722482,0.4859181971339636,0.4373263774205673,False,False,0.15830974696744496,1.3958083462559197,0.00012718090604888998,1.6880208677382982,0.22845208079406504
70,1532,454,0.29634,0.21535852495523342,0.03829153506330467,0.968385856651026,682.0158156617329,21.561345762597487,0.028611614117869322,0.9911353867740921,0.04271780191166287,0.8496219250528719,0.7646597325475848,False,False,0.2320970632950576,1.4347392252973972,0.0027939984566529986,0.7060208023572455,0.8214183418081599
71,1964,664,0.33809,0.1800826554139062,0.04285506014989088,0.9433681894974856,544.4973644936687,30.83587156512397,0.02850361396461871,0.9873941517209863,0.17015815851946095,0.613381657859141,0.552043492073227,False,False,0.19321344127614373,2.237003354385151,0.0031992986844511717,1.343869523780319,0.45675539206038196
72,4801,1525,0.31764,0.12170383397626837,0.027542774416603553,0.9487838592123989,1318.2100845394846,67.51363327740974,0.028088185223936992,0.9730032780052845,0.011142887297402954,0.4639388143902276,0.4175449329512049,False,False,0.20466527341469007,1.5181861519762085,0.009499794821403122,1.7473652011463854,0.04999850492284114
73,1454,346,0.23796,0.2050713387235245,0.05621576022780436,0.9248539350964212,316.43449729524013,23.77880727147944,0.028585680542689923,0.9902370213774395,0.3182361247355506,0.3182361247355506,0.28641251226199554,False,False,0.2605557694939075,2.1260461158587614,0.0020392859073801,2.1407624632140134,0.14523377507511157
74,4683,647,0.13816,0.1455601531149866,0.018210676224553527,0.9843480973391024,3015.4202995491883,47.19706501023844,0.02831603626804389,0.9808962697042998,0.05522853268099482,0.2908249236672378,0.26174243130051406,False,False,0.338954293463801,1.6893819766313476,0.004324673152600657,2.214772706098458,0.5690317957677132
75,832,36,0.04327,0.8039184137237462,0.0303818489365509,0.9985717492937173,1083.3570152970274,1.5473054222543174,0.028848920246702808,0.9993559122158338,0.026759381656819885,0.16483293723525544,0.14834964351172988,False,False,0.3056050624962806,1.097262071190376,0.00011311462584638195,2.5549510694648103,0.09939734936750658
76,1167,87,0.07455,0.4901170725553155,0.027824358661370226,0.9967770715510061,1291.6643533811878,4.162941791063483,0.02881757095673638,0.9982699409557725,0.2307119310490057,0.41558731990048686,0.3740285879104382,False,False,0.28965064332791396,1.862221561236511,0.00028935025011044756,1.8779142362686854,0.2927979542305753
77,496,156,0.31452,0.32740204282551294,0.09760366982144952,0.9111270646643449,104.97060633293279,9.329045908771244,0.028755952530206613,0.9961354160471323,0.12392591282662348,0.3654655758238336,0.32891901824145026,False,False,0.1747851825653247,2.6949263759623774,0.0008618315350151641,2.0132429452756493,0.053259789680379935
